smiles,text
C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2,"The molecule is a colorless to white crystalline solid. Water insoluble.The molecule is an ortho- and peri-fused polycyclic arene.The molecule is one of over 100 different polycyclic aromatic hydrocarbons (PAHs). PAHs are chemicals that are formed during the incomplete burning organic substances, such as fossil fuels. They are usually found as a mixture containing two or more of these compounds. (L10)"
CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,"Cyanazine appears as colorless crystals. Non corrosive when dry. Used as a selective systemic herbicide.The molecule is a chloro-1,3,5-triazine that is 2-chloro-1,3,5-triazine substituted by an ethyl amino and a (2-cyanopropan-2-yl)amino group at positions 6 and 4 respectively. It has a role as a herbicide, an environmental contaminant and a xenobiotic. It is a 1,3,5-triazinylamino nitrile and a chloro-1,3,5-triazine.The molecule is sold by DuPont Chemical as Bladex, and has been in use since 1971. In the 1990s it was the fourth most widely used synthetic chemical pesticide in U.S. agriculture. Cyanazine is a triazine herbicide and is used as a pre- and post-emergent herbicide to control annual grasses and broadleaf weeds. It is used mostly on corn, some on cotton, and less than 1% on grain sorghum and wheat fallow. Cyanazine is classified by the EPA as a Restricted Use Pesticide (RUP) because of its teratogenicity and because it has been found in groundwater. Cyanazine can cause a variety of birth defects in animals over a wide range of doses. In a long-term study of rats fed cyanazine, moderate doses resulted in increased brain weights and decreased kidney weights in third generation offspring."
C1=CC(=CC(=C1)Cl)Cl,"The molecule is a colorless liquid. Sinks in water. (USCG, 1999)The molecule is a dichlorobenzene carrying chloro substituents at positions 1 and 3.m-Dichlorobenzene belongs to the family of Chlorobenzenes. These are compounds containing a chlorine atom attached to a benzene moiety"
CCOCCOC(=O)C,Ethylene glycol monoethyl ether acetate appears as a clear colorless liquid with a pleasant odor. Flash point of 120 °F. Less dense than water. Vapors are heavier than air.
CC1=CC2=CC=CC=C2C=C1C,The molecule is a dimethylnaphthalene carrying methyl groups at positions 2 and 3.
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,"The molecule is a diarylmethane.The molecule is an isomer of dichlorodiphenyltrichloroethane, an organochlorine insecticide. It is the major component of commercial mixtures of DDT. DDT was once a widely used pesticide, but today its agricultural use has been banned worldwide due to its toxicity and tendency to bioaccumulate. However, it still has limited use in disease vector control. (L84)"
FC(F)(F)Br,"Bromotrifluoromethane appears as a colorless, odorless gas at room conditions Shipped as a liquid confined under its own vapor pressure. Noncombustible. Nontoxic but can asphyxiate by the displacement of air. Contact with the unconfined liquid can cause frostbite by evaporative cooling. Exposure of the container to prolonged heat or fire can cause it to rupture violently and rocket."
CC1=CC(=CC=C1)NC(=O)C,"The molecule is a white solid. (NTP, 1992)"
CC(C)(C)Br,T-butyl bromide appears as a colorless liquid. Slightly denser than water and insoluble in water. Harmful if inhaled.
CNC1=CC=CC=C1,"N-methylaniline appears as a colorless to brown viscous liquid. Insoluble in water and denser than water. Contact may irritate skin, eyes and mucous membranes. May be toxic by ingestion. Used to make other chemicals.The molecule is a methylaniline that is aniline carrying a methyl substituent at the nitrogen atom. It is a phenylalkylamine, a secondary amine and a methylaniline. It is functionally related to an aniline.The molecule is a natural product found in Lupinus albus and Camellia sinensis with data available."
CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C)C,The molecule is a natural product found in Abies grandis with data available.
CC(C)[N+](=O)[O-],"2-nitropropane appears as colorless liquid with a mild fruity odor. May float on or sink in water. (USCG, 1999)The molecule is a secondary nitroalkane that is propane in which a hydrogen at position 2 has been replaced by a nitro group. Mainly used as a solvent (b.p. 120℃). It has a role as a hepatotoxic agent, a carcinogenic agent, a polar aprotic solvent and a xenobiotic.The molecule is used primarily as a solvent. Severe liver damage, as well as some kidney damage, has been observed in workers poisoned from acute (short-term) inhalation exposure to 2-nitropropane. Chronic (long-term) inhalation exposure to 2-nitropropane has caused nausea, vomiting, diarrhea, severe headaches, and pulmonary irritation in workers. Liver effects have been observed in animals chronically exposed to 2-nitropropane by inhalation. No information is available on the reproductive, developmental, or carcinogenic effects of 2-nitropropane in humans. In one animal study, liver tumors were observed in rats. EPA has classified 2-nitropropane as a Group B2, probable human carcinogen.The molecule is a synthetic, flammable, colorless liquid that is slightly soluble in water, and miscible with most aromatic hydrocarbons, ketones, esters, ethers and the lower carboxylic acids. It is used primarily both as a chemical intermediate and as a solvent for numerous commercial products. 2-Nitropropane is also used as a component of explosives and propellants, and in fuels for internal combustion engines. The primary routes of potential human exposure to 2-nitropropane are dermal contact, inhalation, and ingestion. Contact with this compound can cause irritation of the eyes and skin. Acute inhalation exposure to low levels of 2-nitropropane vapors can result in irritation of the respiratory tract. Breathing higher levels of this chemical may cause anorexia, nausea, vomiting and diarrhea. It is reasonably anticipated to be a human carcinogen. (NCI05)"
CC(=O)OC1C(C2CCC1(C2)C)(C)C,"The molecule is a monoterpenoid.The molecule is a natural product found in Houttuynia cordata, Strobilanthes callosa, and other organisms with data available."
c1cccc(C)c1C,"O-xylene appears as a colorless watery liquid with a sweet odor. Less dense than water. Insoluble in water. Irritating vapor. (USCG, 1999)The molecule is a xylene substituted by methyl groups at positions 1 and 2.The molecule is a natural product found in Psidium guajava, Juglans nigra, and other organisms with data available.The molecule is an aromatic hydrocarbon based on benzene with two methyl substituents. It is a isomer of xylene. Xylene occurs naturally in petroleum and coal tar, and is major component of gasoline and fuel oil. Xylene is used mainly as a solvent and in the printing, rubber, and leather industries. O-xylene is largely used in the production of phthalic anhydride, and is generally extracted by distillation from a mixed xylene stream in a plant primarily designed for p-xylene production. Contrary to popular belief, a series of switch condensers is required, and not a complicated setup of distillation columns that never work (L938, T10, L165). It can cause irritation eyes, skin, nose, throat; dizziness, excitement, drowsiness, incoordination, staggering gait; corneal vacuolization; anorexia, nausea, vomiting, abdominal pain; dermatitis. The targets of this compound are eyes, skin, respiratory system, central nervous system, gastrointestinal tract, blood, liver, kidneys."
Cc1cccc(O)c1,"The molecule is a colorless liquid with a sweet tarry odor. Sinks and mixes slowly with water. (USCG, 1999)The molecule is a cresol with the methyl substituent at position 3. It is a minor urinary metabolite of toluene. It has a role as a human xenobiotic metabolite.The molecule is a natural product found in Nicotiana cavicola, Nicotiana bonariensis, and other organisms with data available.The molecule is an isomer of p-cresol and o-cresol. Cresols are organic compounds which are methylphenols. They are a widely occurring natural and manufactured group of aromatic organic compounds which are categorized as phenols (sometimes called phenolics). Depending on the temperature, cresols can be solid or liquid because they have melting points not far from room temperature. Like other types of phenols, they are slowly oxidized by long exposure to air and the impurities often give cresols a yellowish to brownish red tint. Cresols have an odor characteristic to that of other simple phenols, reminiscent to some of a medicine smell. Cresol solutions are used as household cleaners and disinfectants, perhaps most famously under the trade name Lysol. In the past, cresol solutions have been used as antiseptics in surgery, but they have been largely displaced in this role by less toxic compounds. Lysol was also advertised as a disinfecting vaginal douche in mid-twentieth century America. Cresols are found in many foods and in wood and tobacco smoke, crude oil, coal tar, and in brown mixtures such as creosote and cresylic acids, which are wood preservatives. Small organisms in soil and water produce cresols when they break down materials in the environment. Most exposures to cresols are at very low levels that are not harmful. When cresols are breathed, ingested, or applied to the skin at very high levels, they can be very harmful. Effects observed in people include irritation and burning of skin, eyes, mouth, and throat; abdominal pain and vomiting; heart damage; anemia; liver and kidney damage; facial paralysis; coma; and death. Breathing high levels of cresols for a short time results in irritation of the nose and throat. Aside from these effects, very little is known about the effects of breathing cresols, for example, at lower levels over longer times. Ingesting high levels results in kidney problems, mouth and throat burns, abdominal pain, vomiting, and effects on the blood and nervous system. Skin contact with high levels of cresols can burn the skin and damage the kidneys, liver, blood, brain, and lungs. (wikipedia).The molecule is a metabolite found in or produced by Saccharomyces cerevisiae."
